id,title,year,reference,authors,keywords,format
1010,Cephalopods eaten by wandering albatrosses (Diomedea exulans) breeding at six circumpolar localities.,1992,"Journal of the Royal Society of New Zealand, 22 (4), pp. 243-263.","Imber, M.J.","Wandering albatrosses, Diomedea exulans, Breeding, Squid, Cephalopods",Scientific Paper
1011,Seabird monitoring 1998-1999.,1999,Warrah. 15 pp 4,"Ingham, B.",Seabirds,Scientific Paper
1012,Falklands Seabirds Censuses 2000,2001,"The Warrah, May (19), pp. 2-4.","Ingham, B., Clausen, A., Huin, N.","Seabirds: census, Falkland islands",Scientific Paper
1013,Waxes containing secondary alcohols from the uropygial gland secretion of Nycticorax nycticorax (Night heron),1975,"Hoppe-Seyler's Z. Physiol. Chem. Bd. 356, S. 1823-1825, November 1975","Jacob, J.","Waxes, Uropygial gland secretion, Nycticorax nycticorax, Night herons",Scientific Paper
1014,Notes on the avifauna of South Georgia.,1978,"Gerfaut-Giervalk., 68 (4): 534-550.","Jehl, J.R., Todd, F.S.Jr, Rumboll, M.A.E., Schwarz, D.","Birds, South georgia.",Scientific Paper
1015,"A New Hybrid Oystercatcher from South America, Haematopus Leucopodus X  H. Ater.",1978,"Condor, 80, pp. 344-346.","Jehl, J.R.","Hybrid oystercatcher, South america, Blackish oystercatcher, Haematopus ater, Black curlew, Magellanic oystercatcher, Haematopus leucopodus, White curlew, Pied oystercatcher",Scientific Paper
1016,Handbook of Waterfowl Behaviour.,1965,Cornell University Press: Ithaca.,"Johnsgard, P.A.","Ducks, Geese",Scientific Paper
1017,Giant-petrels in the South Atlantic: new data from Gough Island.,1976,"S. Afr. J. Antarct.Res.-S. Afr. Tydskr. Antarkt. Navors., 6: 19-22.","Johnstone, G.W., Shaughnessy, P.D., Conroy, J.W.H.","Giant-petrels, South atlantic, Gough island",Scientific Paper
1018,Predation by Southern skua on rabbits on Macquarie.,1973,Emu. 73: 25-36,"Johnstone, G.W.","Predation, Southern skua, South polar skua, Catharacta maccormicki, Antarctic skua catharacta antarctica, Chilean skua, Catharacta chilensis, Arctic skua, Stercorarius parasiticus, Rabbits",Scientific Paper
1019,Breeding distribution of the great skua at Macquarie Island in relation to numbers of rabbits.,1979,"Emu, 79, pp. 19-23.","Jones, E., Skira, I.J.","Breeding distribution, Great skua, Macquarie island, Rabbits",Scientific Paper
1020,A survey of burrow-nesting petrels at Macquarie Island based upon remains left by predators.,1980,"Notornis, 27, pp. 11-20.","Jones, E.","Burrow-nesting, Petrels, Macquarie island, Predators.",Scientific Paper
1021,"The Sheathbill Chionis alba (Gmelin) at Signy Island, South Orkney Islands",1963,Bulletin of the British Antarctic Survey. 2: 53-71,"Jones, N.V.","Snowy sheathbill, Chionis alba, Signy island, South orkney islands",Scientific Paper
1022,Remarques sur les Cormorans de la region americaine.,1950,"Proceedings Xth International Ornithological Congress, Stockholm","Jouanin, C.","Cormorants, Shags, Phalacrocorax species, America",Scientific Paper
1023,Swallowed-tailed Flycatcher in the Falkland Islands,1931,Ibis. 1: 578,"Kinnear, N.B.","Chilean swallow, Tachycineta leucopyga, Southern martin, Progne modesta, Rough-winged swallow, Stelgidopteryx ruficollis, Barn swallow, Hirundo rustica, Cliff swallow, Petrochellidon pyrrhonota, Falklands islands, Birds",Scientific Paper
1024,"The Southern Black-backed Gull (Larus dominicanus) Lichtenstein; measurements, plumage colour and moult cycle",1963,Records of the Dominion Museum. 4: 149-219,"Kinsky, F.C.","Black-backed gull, Larus dominicanus, Biology, Birds",Scientific Paper
1025,Ornithological observations during the German Antarctic Expedition 1975-1976.,1978,"Beitr. Vogelkd., 24 (6): 305-328.","Kock, K.H., Reinsch, H.H.","Ornithology, German antarctic expedition",Scientific Paper
1026,Lebensspuren made by penguins,1978,Ecologae geologicae Helvetiae 71 (3) pp 639-646,"Kugler, H.G.","Fossils, New island, Rockhopper penguin, Eudyptes chrysocome, Rocky",Scientific Paper
1027,Chick loss in the Falkland Skua Catharacta skua  antarctica.,1995,"Ibis, 137 (2), pp. 231-236.","Lamey, C.S.","Skua, Falkland skua, Antarctic skua, Catharacta antarctica, Sea hen, Birds",Scientific Paper
1028,Snares Crested Penguin in the Falkland Islands,1990,Notornis. 37 pp 78,"Lamey, T.C.","Snares crested penguin, Falkland islands, Fiordland crested penguin, Eudyptes pachyrhynchus, Erect-crested penguin, Eudyptes sclateri, Penguins",Scientific Paper
1029,"Territorial aggression, timing of egg loss and egg-size differences in Rockhopper penguins, Eudyptes c. chrysocome, on New Island, Falkland Islands.",1993,Oikos. 66 pp 293-297,"Lamey, T.C.","Territorial aggression, Timing, Eggs, Rockhopper penguins, Eudyptes chrysocome, Falkland islands, Penguins",Scientific Paper
1030,The ecology of the Southern Ocean,1985,"American Scientist., 73(1): 26-40","Laws, R.M.","Ecology, Birds",Scientific Paper
1031,Islands in the Wind,1977,Wildlife. 19: 356-361,"Leech, O.J.",Birds,Scientific Paper
1032,Perceptual salience of individually distinctive features in the calls of adult king penguins.,2000,"Journal of the Acoustical Society of America, Vol. 107, No. 1: 508-516.","Lengagne, T., Aubin, T., Jouventin, P., Lauga, J.","King penguins, Aptenodytes patagonicus, Penguins",Scientific Paper
1033,Finding one's mate in a king penguin colony: Efficiency of acoustic communication.,1999,"Behaviour, Vol. 136, No. Pt. 7,: 833-846.","Lengagne, T., Jouventin, P., Aubin, T.","King penguins, Acoustic communication, Penguins, Aptenodytes patagonicus",Scientific Paper
1034,Premiere observation du tyran triti Tyrannus tyrannus aux iles Falkland,1978,Alauda. 46: 362,"Leveque, R.","Tyrannus tyrannus, Eastern kingbird, Falkland islands",Scientific Paper
1035,Territoriality and interspecific aggression in steamer ducks.,1985,The Condor. 87 pp 154-157,"Livezey, B.C., Humphrey, P.","Territoriality, Steamer ducks, Falkland flightless steamer duck, Tachyeres brachydactyla, Loggerhead, Logger, Flying steamer duck, Tachyeres patachonicus, Canvasback",Scientific Paper
1036,Geographic variations in skheletons of flying steamer-ducks (Anatidae: Tachyeres patachonicus).,1986,"Journal of Biogeography, 13, pp. 511-525.","Livezey, B.C.","Geographic variations, Steamer-ducks, Anatidae, Tachyeres patachonicus, Flying steamer duck, Canvasback",Scientific Paper
1037,Taxonomy and Identification of Steamer-ducks.,1992,"The University of Kansas. Museum of Natural History, Monograph No. 8","Livezey, B.C., Humphrey, P.S.","Taxonomy, Identification, Steamer-ducks, Falkland flightless steamer duck, Tachyeres brachydactyla, Loggerhead, Logger, Flying steamer duck, Tachyeres patachonicus, Canvasback",Scientific Paper
1038,Sexual dimorphism in continental steamer-ducks,1984,"The Condor., 86: 368-377","Livezey, B.C., Humphrey, P.S.","Sexual dimorphism, Steamer-ducks, Falkland flightless steamer duck, Tachyeres brachydactyla, Loggerhead, Logger, Flying steamer duck, Tachyeres patachonicus, Canvasback",Scientific Paper
1039,Some eighteenth century bird paintings in the history library of Sir Joseph Banks (1743-1820),1959,Bulletin British Museum (Natural History) Historical Series. 1 (6): 257-371,"Lysaght, A.","Eighteenth century, Bird paintings, Sir joseph banks, Historical",Scientific Paper
1040,"Virus desease resembling puffinosis in the Gentoo Penguin (Pygoscelis papua) on Signy Island, South Orkney Islands",1971,Bulletin of the British Antarctic Survey. 26: 80-82,"MacDonald, J.W., Conroy, J.W.H.","Virus desease, Gentoo penguin, Pygoscelis papua, Signy island, South orkney island",Scientific Paper
1042,The new age of birding in the Falklands.,1987,American Birds. 41 (5): 1381-1383,"Martins, R., Hosking, E.","Birds, Birds watching, Falkland islands",Scientific Paper
1043,"The nidification of two seabirds, (ii) Heteroprion belcheri Math. Thin-bellied (sic) Prion.",1931,Ibis. (13) 1: 571-572,"Matthews, G.M.","Nidification, Seabirds, Heteroprion belcheri, Thin billed prion, Pachyptila belchery, Firebird",Scientific Paper
1044,Two new races of petrel,1939,Bulletin of the British Ornithological Club. 54: 103-104,"Matthews, G.M.","Petrels, Races",Scientific Paper
1045,A Guide to the Birds of South America.,1970,"Edinburgh, Oliver and Boyd,  499 pp.","Meyer de Schauensee, R.","Birds, South america, Field guide, Bird watching",Scientific Paper
1046,"Nature Reserve (Flat Jason Island) Order, 1966. ",1966,"Nature Reserves Ordinance, No. 2 of 1966, RSPB.",No author,"Legislation, Kidney island, Conservation",Scientific Paper
1047,"The murine rodents, Rattus rattus, exculans and norvegicus as avian predators",1975,Atoll  Research Bulletin. 182: 1-13,"Norman, F.I.","Predators, Birds, Rests, Rats, Rattus rattus",Scientific Paper
1048,Aggressive behaviour and interspecific killing by flying steamer-ducks in Argentina.,1985,"The Condor, 87, pp. 87-91.","Nuechterlein, G.L., Storer, R.W.","Behavior, Flying steamer duck, Argentina, Tachyeres patachonicus, Canvasback",Scientific Paper
1049,"Semen collection, characterization, and cryopreservation in a Magellanic penguin (Spheniscus magellanicus).",1999,"Zoo Biology, Vol. 18, No. 3: 199-214.","Obrien, J.K., Oehler, D.A., Malowski, S.P., Roth, T.L.","Cryopreservation, Magellanic penguin, Spheniscus magellanicus, Biological, Penguins",Scientific Paper
1051,Lista y distribucion de las aves Argentinas,1963,Opera Lilloana. 9: 1 337. Tucamen: Argentina,"Olrog, C.C.","Birds, Argentina, Birdwatching",Scientific Paper
1052,Salmonella enteriditis in Antarctica: zoonosis in man or Humanosis in penguins?,1996,Lancet (British edition) 348 (9037) pp 1319-1320,"Olsen, B., Bergstrom, S., Mccafferty, D.J., Sellin, M., Wistrom, J.","Salmonella enteriditis, Antarctica, Zoonosis, Penguins",Scientific Paper
1053,Transhemispheric exchange of Lyme disease spirochetes by seabirds.,1995,Journal of Clinical Microbiology. 33 (12) pp 3270-3274,"Olsen, B., Duffy, D.C., Jaenson, T.G.T., Gylfe, A., Bonnedahl, J.","Seabirds, Lyme disease, Disease, Spirochetes",Scientific Paper
1054,Effects of food availability on fledging condition and postfledging survival in king penguin chicks.,1997,"Polar Biology, 18 (3), pp. 161-165.","Olsson, O.","King penguin chicks, Biology, Feeding, Aptenodytes patagonicus",Scientific Paper
1055,Laying on the Law for Albatrosses,2001,"The Warrah., May 2001, No. 19, p. 5","Owen, D.","Law, Albatrosses",Scientific Paper
1056,"Movements of southern giant petrels ringed near US Palmer Station, Antarctica.",1987,Ringing and Migration. 8 pp 115-118,"Parmelee, D.F., Parmelee, J.M.","Giant petrels, Antarctica, Northern giant petrel, Macronectes halli, Stinker, Southern giant petrel, Macronectes giganteus",Scientific Paper
1057,Adaptions of Arctic terns and Antarctic terns within Antarctic ecosystems.,1977,"In: Llano, G.A. (ed.)  Adaptions within Antarctic Ecosystems,  Washington, D.C., Smithsonian Institution, pp. 687-702. ","Parmelee, D.F.","Antarctic ecosystems, Arctic tern, Sterna paradisaea, Antarctic tern, Sterna vittata, Adaptation, Birds",Scientific Paper
1058,Identification and breeding biology of the diving petres Pelecanoides georgicus and P. urinatrix exsul at South Georgia.,1979,New Zealand Journal of Zoology. 6: 299-318,"Payne, M.R., Prince, P.A.","Identification, Breeding biology, Diving petrel, Pelecanoides georgicus, Pelecanoides urinatrix, South georgia.",Scientific Paper
1059,Birds and sea-mammals report.,1981,"Warrah, 1, pp. 7-12.","Peatfield, J.","Birds, Sea-mammals",Scientific Paper
1060,Hepatozoon albatrossi sp. Nov. (Eucoccida: Hepatozoidae) from Diomedea spp. In the Antarctic.,1980,"Journal of Natural History, 14 (3), pp. 447-452.","Peirce, M.A., Prince, P.A.","Hepatozoon albatrossi sp. nov., Eucoccida, Hepatozoidae, Diomedea spp, Antarctic, Albatrosses",Scientific Paper
1061,Penguin Summer,1964,Cassel: London,"Pettingill, E.R.","Penguins, Travel",Scientific Paper
1063,An appreciation of oystercatchers.,1985,"American Birds, 39, pp. 3-8.","Pettingill, O.S.","Oystercatchers, Blackish oystercatcher, Haematopus ater, Black curlew, Magellanic oystercatcher, Haematopus leucopodus, White curlew, Pied oystercatcher",Scientific Paper
1064,Natural History of an unlikely battlefield.,1982,Audobon. 84(4) pp 52-63,"Pettingill, O.S.","Birds, Wildlife",Scientific Paper
1065,Bird finding in the Falkland Islands.,1956,"Bulletin Massachusetts Audubon Society, 40, pp. 3-12.","Pettingill, JrO.S.","Birds, Falkland islands, Birdwatching",Scientific Paper
1066,People and penguins of the faraway Falklands,1956,National Geographic Magazine. 119: 387-416,"Pettingill, O.S.Jr","Penguins, Falkland islands",Scientific Paper
1067,The effects of climate and weather on the birds of the Falkland Islands,1960,"Proceedings of the XIIth International Ornithological Congress, Lelsinki. 1958: 604-614","Pettingill, O.S.Jr","Climate, Weather, Birds, Falkland islands",Scientific Paper
1068,Creche behaviour and individual recognition in a colony of Rockhopper Penguins,1960,"Wilson Bulletin, 72, pp. 213-221.","Pettingill, O.S.Jr","Creche behaviour, Rockhopper penguin, Eudyptes chrisocome",Scientific Paper
1069,Penguins ashore at the Falkland Islands,1964,Living Bird. 3: 45-64,"Pettingill, O.S.Jr","Penguins, Falkland islands",Scientific Paper
1071,Bird finding in the Falkland Islands,1972,"The Falkland Islands Journal, 6, pp. 21-25.","Pettingill, JrO.S.","Birds, Falkland islands, Ornithology",Scientific Paper
1072,Passerine birds of the Falkland Islands: their behaviour and ecology,1973,The  Living Bird. 12: 95-135,"Pettingill, O.S.Jr","Birds, Falkland islands, Behaviour, Ecology, Passerines",Scientific Paper
1073,Another penguin summer.,1975," London, Scribner Book Company, 77 pp.","Pettingill, JrO.S.",Penguins.,Scientific Paper
1074,A New Form of Chloephaga Hybrida.,1916,"Auk, 33, pp. 423-424.","Phillips, J.A.","Chloephaga hybrida, Kelp goose",Scientific Paper
1075,The Steamer Duck.,1917,Ibis. (10) 116-119,"Phillips, J.C.","Steamer duck, Falkland flightless steamer duck, Tachyeres brachydactyla, Loggerhead, Logger, Flying steamer duck, Tachyeres patachonicus, Canvasback",Scientific Paper
1076,Physiological responses of king penguins during simulated diving to 136 m depth.,1999,"Journal of Experimental Biology, Vol. 202, No. 20: 2819-2822.","Ponganis, P.J., Kooyman, G.L., VanDam, R., LeMaho, Y.","Physiology, King penguins, Diving, Aptenodytes patagonicus",Scientific Paper
1078,"The Black-browed Albatross Diomedea melanophris population at Beauchene Island, Falkland Islands.",1982,Comite National Francais des Recherches Antarctiques. 51: 111-117,"Prince, P.A.","Black-browed albatross, Diomedea melanophris, Falkland islands, Beauchene island",Scientific Paper
1079,Birds of South Georgia: New Records and Re-evaluations of Status.,1983,"Bulletin of the British Antarctic Survey, 59, pp. 15-27.","Prince, P.A., Croxall, J.P.","Birds, South georgia, Status",Scientific Paper
1080,Foraging strategy of king penguins (Aptenodytes patagonicus) during summer at the Crozet Islands.,1998,"Ecology, 79 (6), pp. 1905-1921.","Puetz, K., Wilson, R.P., Charrassin, J.B., Raclot, T., Lage, J.","Foraging, King penguins, Aptenodytes patagonicus, Crozet islands.",Scientific Paper
1081,"Population trends, breeding success and diet composition of Gentoo Penguins(Pygoscelis papua), Magellanic Penguins (Spheniscus magellanicus) and Rockhopper Penguins (Audyptes chrysocome) breeding in the Falkland Islands.",1999,"Falklands Conservation, Stanley, Report","Putz, K.","Gentoo penguins, Pygoscelis papua, Magellanic penguins, Spheniscus magellanicus, Rockhopper penguins, Audyptes chrysocome, Breeding, Falkland islands.",Scientific Paper
1082,"Feral brown rat, Rattus norvegicus, in South Georgia (South Atlantic Ocean)",1980,"Journal of Zoology, 192, pp. 237-255.","Pye, T., Bonner, W.N.","Feral brown rat, Rattus norvegicus, South georgia, Pest control",Scientific Paper
1083,Relationships between coastal South American King and Blue-eyed Shags.,1991,The Condor. 93 (4) pp 825-839,"Rasmussen, P.C.","Phalacrocorax albiventer, Phalacrocorax atriceps, Distribution, Hybridization, Blue-eyed shag, King shag",Scientific Paper
